Zeit,Zeit (UTC),Zählerstand Bezug (Wh),Zählerstand Einspeisung (Wh),Leistung Bezug (W),Leistung Einspeisung (W)
02.02.2023 18:00,02.02.2023 17:00,10623070,747632,466,0
02.02.2023 18:15,02.02.2023 17:15,10623403,747632,1328,0
02.02.2023 18:30,02.02.2023 17:30,10623876,747632,1895,0
02.02.2023 18:45,02.02.2023 17:45,10624209,747632,1328,0
02.02.2023 19:00,02.02.2023 18:00,10624369,747632,642,0
02.02.2023 19:15,02.02.2023 18:15,10624742,747632,1490,0
02.02.2023 19:30,02.02.2023 18:30,10625419,747632,2708,0
02.02.2023 19:45,02.02.2023 18:45,10625595,747632,701,0
02.02.2023 20:00,02.02.2023 19:00,10625738,747632,572,0
02.02.2023 20:15,02.02.2023 19:15,10625840,747632,409,0
02.02.2023 20:30,02.02.2023 19:30,10625932,747632,368,0
02.02.2023 20:45,02.02.2023 19:45,10626041,747632,436,0
02.02.2023 21:00,02.02.2023 20:00,10626150,747632,435,0
02.02.2023 21:15,02.02.2023 20:15,10626262,747632,446,0
02.02.2023 21:30,02.02.2023 20:30,10626383,747632,483,0
02.02.2023 21:45,02.02.2023 20:45,10626491,747632,433,0
02.02.2023 22:00,02.02.2023 21:00,10626610,747632,474,0
02.02.2023 22:15,02.02.2023 21:15,10626727,747632,467,0
02.02.2023 22:30,02.02.2023 21:30,10626831,747632,416,0
02.02.2023 22:45,02.02.2023 21:45,10626938,747632,430,0
02.02.2023 23:00,02.02.2023 22:00,10627047,747632,435,0
02.02.2023 23:15,02.02.2023 22:15,10627170,747632,490,0
02.02.2023 23:30,02.02.2023 22:30,10627281,747632,445,0
02.02.2023 23:45,02.02.2023 22:45,10627387,747632,420,0
03.02.2023 00:00,02.02.2023 23:00,10627484,747632,391,0
03.02.2023 00:15,02.02.2023 23:15,10627551,747632,267,0
03.02.2023 00:30,02.02.2023 23:30,10627632,747632,322,0
03.02.2023 00:45,02.02.2023 23:45,10627706,747632,294,0
03.02.2023 01:00,03.02.2023 00:00,10627767,747632,245,0
03.02.2023 01:15,03.02.2023 00:15,10627830,747632,252,0
03.02.2023 01:30,03.02.2023 00:30,10627901,747632,285,0
03.02.2023 01:45,03.02.2023 00:45,10627980,747632,315,0
03.02.2023 02:00,03.02.2023 01:00,10628045,747632,257,0
03.02.2023 02:15,03.02.2023 01:15,10628109,747632,256,0
03.02.2023 02:30,03.02.2023 01:30,10628173,747632,258,0
03.02.2023 02:45,03.02.2023 01:45,10628253,747632,319,0
03.02.2023 03:00,03.02.2023 02:00,10628319,747632,262,0
03.02.2023 03:15,03.02.2023 02:15,10628386,747632,266,0
03.02.2023 03:30,03.02.2023 02:30,10628450,747632,259,0
03.02.2023 03:45,03.02.2023 02:45,10628526,747632,303,0
03.02.2023 04:00,03.02.2023 03:00,10628618,747632,365,0
03.02.2023 04:15,03.02.2023 03:15,10628693,747632,303,0
03.02.2023 04:30,03.02.2023 03:30,10628762,747632,275,0
03.02.2023 04:45,03.02.2023 03:45,10628829,747632,267,0
03.02.2023 05:00,03.02.2023 04:00,10628911,747632,327,0
03.02.2023 05:15,03.02.2023 04:15,10628995,747632,335,0
03.02.2023 05:30,03.02.2023 04:30,10629067,747632,290,0
03.02.2023 05:45,03.02.2023 04:45,10629136,747632,273,0
03.02.2023 06:00,03.02.2023 05:00,10629215,747632,315,0
03.02.2023 06:15,03.02.2023 05:15,10629291,747632,304,0
03.02.2023 06:30,03.02.2023 05:30,10629371,747632,319,0
03.02.2023 06:45,03.02.2023 05:45,10629436,747632,261,0
03.02.2023 07:00,03.02.2023 06:00,10629510,747632,296,0
03.02.2023 07:15,03.02.2023 06:15,10629595,747632,340,0
03.02.2023 07:30,03.02.2023 06:30,10629692,747632,387,0
03.02.2023 07:45,03.02.2023 06:45,10629776,747632,334,0
03.02.2023 08:00,03.02.2023 07:00,10629922,747632,585,0
03.02.2023 08:15,03.02.2023 07:15,10630027,747632,418,0
03.02.2023 08:30,03.02.2023 07:30,10630145,747632,474,0
03.02.2023 08:45,03.02.2023 07:45,10630809,747632,2653,0
03.02.2023 09:00,03.02.2023 08:00,10631457,747632,2592,0
03.02.2023 09:15,03.02.2023 08:15,10631972,747632,2058,0
03.02.2023 09:30,03.02.2023 08:30,10632088,747632,467,0
03.02.2023 09:45,03.02.2023 08:45,10632222,747632,536,0
03.02.2023 10:00,03.02.2023 09:00,10632339,747632,465,0
03.02.2023 10:15,03.02.2023 09:15,10632405,747632,265,0
03.02.2023 10:30,03.02.2023 09:30,10632470,747632,259,0
03.02.2023 10:45,03.02.2023 09:45,10632534,747632,254,0
03.02.2023 11:00,03.02.2023 10:00,10632615,747632,324,0
03.02.2023 11:15,03.02.2023 10:15,10633008,747632,1570,0
03.02.2023 11:30,03.02.2023 10:30,10633419,747632,1643,0
03.02.2023 11:45,03.02.2023 10:45,10633518,747632,398,0
03.02.2023 12:00,03.02.2023 11:00,10633601,747632,330,0
03.02.2023 12:15,03.02.2023 11:15,10633693,747632,367,0
03.02.2023 12:30,03.02.2023 11:30,10633784,747632,365,0
03.02.2023 12:45,03.02.2023 11:45,10633846,747632,247,0
03.02.2023 13:00,03.02.2023 12:00,10633928,747632,326,0
03.02.2023 13:15,03.02.2023 12:15,10634017,747632,354,0
03.02.2023 13:30,03.02.2023 12:30,10634113,747632,384,0
03.02.2023 13:45,03.02.2023 12:45,10634214,747632,406,0
03.02.2023 14:00,03.02.2023 13:00,10634319,747632,417,0
03.02.2023 14:15,03.02.2023 13:15,10634398,747632,317,0
03.02.2023 14:30,03.02.2023 13:30,10634457,747632,234,0
03.02.2023 14:45,03.02.2023 13:45,10634516,747632,238,0
03.02.2023 15:00,03.02.2023 14:00,10634589,747632,292,0
03.02.2023 15:15,03.02.2023 14:15,10634689,747632,400,0
03.02.2023 15:30,03.02.2023 14:30,10634756,747632,264,0
03.02.2023 15:45,03.02.2023 14:45,10634817,747632,243,0
03.02.2023 16:00,03.02.2023 15:00,10634890,747632,291,0
03.02.2023 16:15,03.02.2023 15:15,10634975,747632,340,0
03.02.2023 16:30,03.02.2023 15:30,10635073,747632,393,0
03.02.2023 16:45,03.02.2023 15:45,10635181,747632,431,0
03.02.2023 17:00,03.02.2023 16:00,10635282,747632,402,0
03.02.2023 17:15,03.02.2023 16:15,10635403,747632,486,0
03.02.2023 17:30,03.02.2023 16:30,10635521,747632,471,0
03.02.2023 17:45,03.02.2023 16:45,10635639,747632,473,0
03.02.2023 18:00,03.02.2023 17:00,10635765,747632,500,0
03.02.2023 18:15,03.02.2023 17:15,10635884,747632,476,0
03.02.2023 18:30,03.02.2023 17:30,10636006,747632,488,0
03.02.2023 18:45,03.02.2023 17:45,10636133,747632,508,0
03.02.2023 19:00,03.02.2023 18:00,10636270,747632,547,0
03.02.2023 19:15,03.02.2023 18:15,10636400,747632,520,0
03.02.2023 19:30,03.02.2023 18:30,10636510,747632,441,0
03.02.2023 19:45,03.02.2023 18:45,10636636,747632,503,0
03.02.2023 20:00,03.02.2023 19:00,10636754,747632,472,0
03.02.2023 20:15,03.02.2023 19:15,10636868,747632,454,0
03.02.2023 20:30,03.02.2023 19:30,10636969,747632,402,0
03.02.2023 20:45,03.02.2023 19:45,10637077,747632,432,0
03.02.2023 21:00,03.02.2023 20:00,10637210,747632,531,0
03.02.2023 21:15,03.02.2023 20:15,10637328,747632,474,0
03.02.2023 21:30,03.02.2023 20:30,10637445,747632,465,0
03.02.2023 21:45,03.02.2023 20:45,10637561,747632,464,0
03.02.2023 22:00,03.02.2023 21:00,10637678,747632,468,0
03.02.2023 22:15,03.02.2023 21:15,10637804,747632,504,0
03.02.2023 22:30,03.02.2023 21:30,10637921,747632,467,0
03.02.2023 22:45,03.02.2023 21:45,10638038,747632,469,0
03.02.2023 23:00,03.02.2023 22:00,10638143,747632,420,0
03.02.2023 23:15,03.02.2023 22:15,10638250,747632,426,0
03.02.2023 23:30,03.02.2023 22:30,10638374,747632,497,0
03.02.2023 23:45,03.02.2023 22:45,10638492,747632,471,0
04.02.2023 00:00,03.02.2023 23:00,10638600,747632,433,0
04.02.2023 00:15,03.02.2023 23:15,10638702,747632,405,0
04.02.2023 00:30,03.02.2023 23:30,10638791,747632,356,0
04.02.2023 00:45,03.02.2023 23:45,10638864,747632,292,0
04.02.2023 01:00,04.02.2023 00:00,10638927,747632,252,0
04.02.2023 01:15,04.02.2023 00:15,10638996,747632,275,0
04.02.2023 01:30,04.02.2023 00:30,10639066,747632,280,0
04.02.2023 01:45,04.02.2023 00:45,10639126,747632,239,0
04.02.2023 02:00,04.02.2023 01:00,10639189,747632,252,0
04.02.2023 02:15,04.02.2023 01:15,10639252,747632,252,0
04.02.2023 02:30,04.02.2023 01:30,10639322,747632,280,0
04.02.2023 02:45,04.02.2023 01:45,10639390,747632,271,0
04.02.2023 03:00,04.02.2023 02:00,10639454,747632,252,0
04.02.2023 03:15,04.02.2023 02:15,10639520,747632,266,0
04.02.2023 03:30,04.02.2023 02:30,10639589,747632,276,0
04.02.2023 03:45,04.02.2023 02:45,10639668,747632,313,0
04.02.2023 04:00,04.02.2023 03:00,10639744,747632,306,0
04.02.2023 04:15,04.02.2023 03:15,10639807,747632,251,0
04.02.2023 04:30,04.02.2023 03:30,10639883,747632,302,0
04.02.2023 04:45,04.02.2023 03:45,10639954,747632,285,0
04.02.2023 05:00,04.02.2023 04:00,10640017,747632,252,0
04.02.2023 05:15,04.02.2023 04:15,10640080,747632,251,0
04.02.2023 05:30,04.02.2023 04:30,10640143,747632,253,0
04.02.2023 05:45,04.02.2023 04:45,10640219,747632,303,0
04.02.2023 06:00,04.02.2023 05:00,10640290,747632,282,0
04.02.2023 06:15,04.02.2023 05:15,10640353,747632,251,0
04.02.2023 06:30,04.02.2023 05:30,10640429,747632,303,0
04.02.2023 06:45,04.02.2023 05:45,10640536,747632,427,0
04.02.2023 07:00,04.02.2023 06:00,10640670,747632,535,0
04.02.2023 07:15,04.02.2023 06:15,10640882,747632,849,0
04.02.2023 07:30,04.02.2023 06:30,10641036,747632,614,0
04.02.2023 07:45,04.02.2023 06:45,10641164,747632,513,0
04.02.2023 08:00,04.02.2023 07:00,10641676,747632,2048,0
04.02.2023 08:15,04.02.2023 07:15,10641847,747632,683,0
04.02.2023 08:30,04.02.2023 07:30,10641934,747632,347,0
04.02.2023 08:45,04.02.2023 07:45,10641983,747632,199,0
04.02.2023 09:00,04.02.2023 08:00,10642050,747632,266,0
04.02.2023 09:15,04.02.2023 08:15,10642085,747632,139,0
04.02.2023 09:30,04.02.2023 08:30,10642108,747636,92,13
04.02.2023 09:45,04.02.2023 08:45,10642138,747636,118,0
04.02.2023 10:00,04.02.2023 09:00,10642166,747636,114,0
04.02.2023 10:15,04.02.2023 09:15,10642210,747636,175,1
04.02.2023 10:30,04.02.2023 09:30,10642212,747661,8,98
04.02.2023 10:45,04.02.2023 09:45,10642222,747664,38,10
04.02.2023 11:00,04.02.2023 10:00,10642222,747844,0,721
04.02.2023 11:15,04.02.2023 10:15,10642222,747998,0,617
04.02.2023 11:30,04.02.2023 10:30,10642222,748140,0,568
04.02.2023 11:45,04.02.2023 10:45,10642222,748286,0,584
04.02.2023 12:00,04.02.2023 11:00,10642222,748485,0,795
04.02.2023 12:15,04.02.2023 11:15,10642222,748600,0,458
04.02.2023 12:30,04.02.2023 11:30,10642225,748716,10,463
04.02.2023 12:45,04.02.2023 11:45,10642229,748775,16,236
04.02.2023 13:00,04.02.2023 12:00,10642229,748843,0,272
04.02.2023 13:15,04.02.2023 12:15,10642229,748899,0,223
04.02.2023 13:30,04.02.2023 12:30,10642229,748951,0,208
04.02.2023 13:45,04.02.2023 12:45,10642230,748965,4,53
04.02.2023 14:00,04.02.2023 13:00,10642237,748965,28,1
04.02.2023 14:15,04.02.2023 13:15,10642238,748999,1,136
04.02.2023 14:30,04.02.2023 13:30,10642238,749102,0,410
04.02.2023 14:45,04.02.2023 13:45,10642238,749215,0,453
04.02.2023 15:00,04.02.2023 14:00,10642238,749255,2,159
04.02.2023 15:15,04.02.2023 14:15,10642247,749259,33,13
04.02.2023 15:30,04.02.2023 14:30,10642262,749260,61,5
04.02.2023 15:45,04.02.2023 14:45,10642301,749260,153,0
04.02.2023 16:00,04.02.2023 15:00,10642356,749260,220,0
04.02.2023 16:15,04.02.2023 15:15,10642564,749260,834,0
04.02.2023 16:30,04.02.2023 15:30,10642780,749260,863,0
04.02.2023 16:45,04.02.2023 15:45,10642870,749260,358,0
04.02.2023 17:00,04.02.2023 16:00,10642956,749260,344,0
04.02.2023 17:15,04.02.2023 16:15,10643448,749260,1966,0
04.02.2023 17:30,04.02.2023 16:30,10643571,749260,492,0
04.02.2023 17:45,04.02.2023 16:45,10643686,749260,461,0
04.02.2023 18:00,04.02.2023 17:00,10643816,749260,519,0
04.02.2023 18:15,04.02.2023 17:15,10643947,749260,524,0
04.02.2023 18:30,04.02.2023 17:30,10644183,749260,943,0
04.02.2023 18:45,04.02.2023 17:45,10644311,749260,514,0
04.02.2023 19:00,04.02.2023 18:00,10644427,749260,460,0
04.02.2023 19:15,04.02.2023 18:15,10644538,749260,446,0
04.02.2023 19:30,04.02.2023 18:30,10644649,749260,442,0
04.02.2023 19:45,04.02.2023 18:45,10644760,749260,446,0
04.02.2023 20:00,04.02.2023 19:00,10644879,749260,474,0
04.02.2023 20:15,04.02.2023 19:15,10644996,749260,469,0
04.02.2023 20:30,04.02.2023 19:30,10645122,749260,504,0
04.02.2023 20:45,04.02.2023 19:45,10645249,749260,505,0
04.02.2023 21:00,04.02.2023 20:00,10645383,749260,537,0
04.02.2023 21:15,04.02.2023 20:15,10645498,749260,457,0
04.02.2023 21:30,04.02.2023 20:30,10645624,749260,507,0
04.02.2023 21:45,04.02.2023 20:45,10645760,749260,542,0
04.02.2023 22:00,04.02.2023 21:00,10645875,749260,460,0
04.02.2023 22:15,04.02.2023 21:15,10645986,749260,441,0
04.02.2023 22:30,04.02.2023 21:30,10646101,749260,463,0
04.02.2023 22:45,04.02.2023 21:45,10646228,749260,505,0
04.02.2023 23:00,04.02.2023 22:00,10646347,749260,474,0
04.02.2023 23:15,04.02.2023 22:15,10646459,749260,451,0
04.02.2023 23:30,04.02.2023 22:30,10646561,749260,408,0
04.02.2023 23:45,04.02.2023 22:45,10646655,749260,374,0
05.02.2023 00:00,04.02.2023 23:00,10646742,749260,347,0
05.02.2023 00:15,04.02.2023 23:15,10646823,749260,324,0
05.02.2023 00:30,04.02.2023 23:30,10646898,749260,300,0
05.02.2023 00:45,04.02.2023 23:45,10646970,749260,286,0
05.02.2023 01:00,05.02.2023 00:00,10647043,749260,291,0
05.02.2023 01:15,05.02.2023 00:15,10647131,749260,354,0
05.02.2023 01:30,05.02.2023 00:30,10647220,749260,355,0
05.02.2023 01:45,05.02.2023 00:45,10647298,749260,309,0
05.02.2023 02:00,05.02.2023 01:00,10647384,749260,345,0
05.02.2023 02:15,05.02.2023 01:15,10647469,749260,341,0
05.02.2023 02:30,05.02.2023 01:30,10647550,749260,322,0
05.02.2023 02:45,05.02.2023 01:45,10647635,749260,341,0
05.02.2023 03:00,05.02.2023 02:00,10647716,749260,325,0
05.02.2023 03:15,05.02.2023 02:15,10647812,749260,380,0
05.02.2023 03:30,05.02.2023 02:30,10647904,749260,370,0
05.02.2023 03:45,05.02.2023 02:45,10647992,749260,351,0
05.02.2023 04:00,05.02.2023 03:00,10648079,749260,348,0
05.02.2023 04:15,05.02.2023 03:15,10648159,749260,318,0
05.02.2023 04:30,05.02.2023 03:30,10648256,749260,388,0
05.02.2023 04:45,05.02.2023 03:45,10648344,749260,352,0
05.02.2023 05:00,05.02.2023 04:00,10648426,749260,329,0
05.02.2023 05:15,05.02.2023 04:15,10648500,749260,293,0
05.02.2023 05:30,05.02.2023 04:30,10648584,749260,337,0
05.02.2023 05:45,05.02.2023 04:45,10648684,749260,399,0
05.02.2023 06:00,05.02.2023 05:00,10648776,749260,369,0
05.02.2023 06:15,05.02.2023 05:15,10648842,749260,262,0
05.02.2023 06:30,05.02.2023 05:30,10648939,749260,386,0
05.02.2023 06:45,05.02.2023 05:45,10649010,749260,284,0
05.02.2023 07:00,05.02.2023 06:00,10649076,749260,264,0
05.02.2023 07:15,05.02.2023 06:15,10649138,749260,249,0
05.02.2023 07:30,05.02.2023 06:30,10649201,749260,249,0
05.02.2023 07:45,05.02.2023 06:45,10649278,749260,309,0
05.02.2023 08:00,05.02.2023 07:00,10649342,749260,257,0
05.02.2023 08:15,05.02.2023 07:15,10649408,749260,260,0
05.02.2023 08:30,05.02.2023 07:30,10649468,749260,243,0
05.02.2023 08:45,05.02.2023 07:45,10649536,749260,269,0
05.02.2023 09:00,05.02.2023 08:00,10649649,749260,454,0
05.02.2023 09:15,05.02.2023 08:15,10649762,749260,448,0
05.02.2023 09:30,05.02.2023 08:30,10649869,749260,428,0
05.02.2023 09:45,05.02.2023 08:45,10650016,749260,590,0
05.02.2023 10:00,05.02.2023 09:00,10650142,749260,502,0
05.02.2023 10:15,05.02.2023 09:15,10650271,749260,517,0
05.02.2023 10:30,05.02.2023 09:30,10650390,749260,473,0
05.02.2023 10:45,05.02.2023 09:45,10650514,749260,495,0
05.02.2023 11:00,05.02.2023 10:00,10650689,749260,702,0
05.02.2023 11:15,05.02.2023 10:15,10650800,749260,441,0
05.02.2023 11:30,05.02.2023 10:30,10650904,749260,417,0
05.02.2023 11:45,05.02.2023 10:45,10651003,749260,395,0
05.02.2023 12:00,05.02.2023 11:00,10651096,749260,370,0
05.02.2023 12:15,05.02.2023 11:15,10651334,749260,952,0
05.02.2023 12:30,05.02.2023 11:30,10651415,749260,322,0
05.02.2023 12:45,05.02.2023 11:45,10651530,749260,463,0
05.02.2023 13:00,05.02.2023 12:00,10651721,749260,762,0
05.02.2023 13:15,05.02.2023 12:15,10652045,749260,1293,0
05.02.2023 13:30,05.02.2023 12:30,10652143,749260,393,0
05.02.2023 13:45,05.02.2023 12:45,10652257,749260,456,0
05.02.2023 14:00,05.02.2023 13:00,10652557,749260,1201,0
05.02.2023 14:15,05.02.2023 13:15,10653060,749260,2010,0
05.02.2023 14:30,05.02.2023 13:30,10653159,749260,396,0
05.02.2023 14:45,05.02.2023 13:45,10653251,749260,366,0
05.02.2023 15:00,05.02.2023 14:00,10653345,749260,377,0
05.02.2023 15:15,05.02.2023 14:15,10653454,749260,434,0
05.02.2023 15:30,05.02.2023 14:30,10653551,749260,387,0
05.02.2023 15:45,05.02.2023 14:45,10653636,749260,340,0
05.02.2023 16:00,05.02.2023 15:00,10653711,749260,297,0
05.02.2023 16:15,05.02.2023 15:15,10653784,749260,295,0
05.02.2023 16:30,05.02.2023 15:30,10653845,749260,242,0
05.02.2023 16:45,05.02.2023 15:45,10653928,749260,331,0
05.02.2023 17:00,05.02.2023 16:00,10654006,749260,310,0
05.02.2023 17:15,05.02.2023 16:15,10654083,749260,308,0
05.02.2023 17:30,05.02.2023 16:30,10654160,749260,308,0
05.02.2023 17:45,05.02.2023 16:45,10654246,749260,345,0
05.02.2023 18:00,05.02.2023 17:00,10654334,749260,351,0
05.02.2023 18:15,05.02.2023 17:15,10654409,749260,301,0
05.02.2023 18:30,05.02.2023 17:30,10654484,749260,297,0
05.02.2023 18:45,05.02.2023 17:45,10654561,749260,309,0
05.02.2023 19:00,05.02.2023 18:00,10654652,749260,364,0
05.02.2023 19:15,05.02.2023 18:15,10654735,749260,331,0
05.02.2023 19:30,05.02.2023 18:30,10654810,749260,299,0
05.02.2023 19:45,05.02.2023 18:45,10654899,749260,355,0
05.02.2023 20:00,05.02.2023 19:00,10654976,749260,310,0
05.02.2023 20:15,05.02.2023 19:15,10655052,749260,303,0
05.02.2023 20:30,05.02.2023 19:30,10655122,749260,276,0
05.02.2023 20:45,05.02.2023 19:45,10655192,749260,282,0
05.02.2023 21:00,05.02.2023 20:00,10655266,749260,294,0
05.02.2023 21:15,05.02.2023 20:15,10655331,749260,260,0
05.02.2023 21:30,05.02.2023 20:30,10655399,749260,271,0
05.02.2023 21:45,05.02.2023 20:45,10655462,749260,250,0
05.02.2023 22:00,05.02.2023 21:00,10655534,749260,290,0
05.02.2023 22:15,05.02.2023 21:15,10655606,749260,286,0
05.02.2023 22:30,05.02.2023 21:30,10655666,749260,241,0
05.02.2023 22:45,05.02.2023 21:45,10655741,749260,299,0
05.02.2023 23:00,05.02.2023 22:00,10655812,749260,284,0
05.02.2023 23:15,05.02.2023 22:15,10655875,749260,251,0
05.02.2023 23:30,05.02.2023 22:30,10655939,749260,254,0
05.02.2023 23:45,05.02.2023 22:45,10655999,749260,242,0
06.02.2023 00:00,05.02.2023 23:00,10656071,749260,287,0
06.02.2023 00:15,05.02.2023 23:15,10656138,749260,268,0
06.02.2023 00:30,05.02.2023 23:30,10656201,749260,252,0
06.02.2023 00:45,05.02.2023 23:45,10656266,749260,257,0
06.02.2023 01:00,06.02.2023 00:00,10656328,749260,251,0
06.02.2023 01:15,06.02.2023 00:15,10656403,749260,296,0
06.02.2023 01:30,06.02.2023 00:30,10656473,749260,280,0
06.02.2023 01:45,06.02.2023 00:45,10656537,749260,258,0
06.02.2023 02:00,06.02.2023 01:00,10656618,749260,321,0
06.02.2023 02:15,06.02.2023 01:15,10656682,749260,255,0
06.02.2023 02:30,06.02.2023 01:30,10656741,749260,239,0
06.02.2023 02:45,06.02.2023 01:45,10656802,749260,244,0
06.02.2023 03:00,06.02.2023 02:00,10656868,749260,261,0
06.02.2023 03:15,06.02.2023 02:15,10656945,749260,309,0
06.02.2023 03:30,06.02.2023 02:30,10657011,749260,261,0
06.02.2023 03:45,06.02.2023 02:45,10657075,749260,257,0
06.02.2023 04:00,06.02.2023 03:00,10657137,749260,247,0
06.02.2023 04:15,06.02.2023 03:15,10657201,749260,258,0
06.02.2023 04:30,06.02.2023 03:30,10657280,749260,313,0
06.02.2023 04:45,06.02.2023 03:45,10657346,749260,264,0
06.02.2023 05:00,06.02.2023 04:00,10657406,749260,241,0
06.02.2023 05:15,06.02.2023 04:15,10657467,749260,243,0
06.02.2023 05:30,06.02.2023 04:30,10657539,749260,288,0
06.02.2023 05:45,06.02.2023 04:45,10657612,749260,291,0
06.02.2023 06:00,06.02.2023 05:00,10657674,749260,247,0
06.02.2023 06:15,06.02.2023 05:15,10657736,749260,248,0
06.02.2023 06:30,06.02.2023 05:30,10657807,749260,285,0
06.02.2023 06:45,06.02.2023 05:45,10657878,749260,284,0
06.02.2023 07:00,06.02.2023 06:00,10657942,749260,254,0
06.02.2023 07:15,06.02.2023 06:15,10658005,749260,251,0
06.02.2023 07:30,06.02.2023 06:30,10658067,749260,249,0
06.02.2023 07:45,06.02.2023 06:45,10658136,749260,276,0
06.02.2023 08:00,06.02.2023 07:00,10658210,749260,295,0
06.02.2023 08:15,06.02.2023 07:15,10658272,749260,245,0
06.02.2023 08:30,06.02.2023 07:30,10658330,749260,232,0
06.02.2023 08:45,06.02.2023 07:45,10658369,749260,156,0
06.02.2023 09:00,06.02.2023 08:00,10658420,749260,205,0
06.02.2023 09:15,06.02.2023 08:15,10658459,749260,156,0
06.02.2023 09:30,06.02.2023 08:30,10658487,749260,109,0
06.02.2023 09:45,06.02.2023 08:45,10658523,749260,144,0
06.02.2023 10:00,06.02.2023 09:00,10658530,749263,28,12
06.02.2023 10:15,06.02.2023 09:15,10658533,749267,11,17
06.02.2023 10:30,06.02.2023 09:30,10658533,749298,1,124
06.02.2023 10:45,06.02.2023 09:45,10658534,749339,2,164
06.02.2023 11:00,06.02.2023 10:00,10658534,749428,0,353
06.02.2023 11:15,06.02.2023 10:15,10658534,749475,0,190
06.02.2023 11:30,06.02.2023 10:30,10658534,749513,1,150
06.02.2023 11:45,06.02.2023 10:45,10658535,749524,4,42
06.02.2023 12:00,06.02.2023 11:00,10658536,749540,2,63
06.02.2023 12:15,06.02.2023 11:15,10658536,749582,0,171
06.02.2023 12:30,06.02.2023 11:30,10658536,749611,1,112
06.02.2023 12:45,06.02.2023 11:45,10658536,749641,1,123
06.02.2023 13:00,06.02.2023 12:00,10658544,749650,28,34
06.02.2023 13:15,06.02.2023 12:15,10658550,749655,23,18
06.02.2023 13:30,06.02.2023 12:30,10658550,749698,0,172
06.02.2023 13:45,06.02.2023 12:45,10658550,749859,0,643
06.02.2023 14:00,06.02.2023 13:00,10658550,750183,0,1295
06.02.2023 14:15,06.02.2023 13:15,10658550,750270,1,349
06.02.2023 14:30,06.02.2023 13:30,10658550,750315,0,181
06.02.2023 14:45,06.02.2023 13:45,10658552,750360,8,178
06.02.2023 15:00,06.02.2023 14:00,10658560,750366,31,23
06.02.2023 15:15,06.02.2023 14:15,10658567,750371,27,20
06.02.2023 15:30,06.02.2023 14:30,10658594,750373,107,8
06.02.2023 15:45,06.02.2023 14:45,10658621,750373,108,0
06.02.2023 16:00,06.02.2023 15:00,10658635,750373,54,0
06.02.2023 16:15,06.02.2023 15:15,10658663,750373,114,0
06.02.2023 16:30,06.02.2023 15:30,10658682,750379,72,21
06.02.2023 16:45,06.02.2023 15:45,10658697,750380,59,6
06.02.2023 17:00,06.02.2023 16:00,10658743,750380,185,0
06.02.2023 17:15,06.02.2023 16:15,10658803,750380,241,0
06.02.2023 17:30,06.02.2023 16:30,10658870,750380,266,0
06.02.2023 17:45,06.02.2023 16:45,10658935,750380,258,0
06.02.2023 18:00,06.02.2023 17:00,10659029,750380,375,0
06.02.2023 18:15,06.02.2023 17:15,10659133,750380,416,0
06.02.2023 18:30,06.02.2023 17:30,10659297,750380,656,0
06.02.2023 18:45,06.02.2023 17:45,10659374,750380,310,0
06.02.2023 19:00,06.02.2023 18:00,10659450,750380,303,0
06.02.2023 19:15,06.02.2023 18:15,10659514,750380,255,0
06.02.2023 19:30,06.02.2023 18:30,10659575,750380,242,0
06.02.2023 19:45,06.02.2023 18:45,10659636,750380,243,0
06.02.2023 20:00,06.02.2023 19:00,10659712,750380,304,0
06.02.2023 20:15,06.02.2023 19:15,10659779,750380,268,0
06.02.2023 20:30,06.02.2023 19:30,10659843,750380,255,0
06.02.2023 20:45,06.02.2023 19:45,10659904,750380,245,0
06.02.2023 21:00,06.02.2023 20:00,10659966,750380,248,0
06.02.2023 21:15,06.02.2023 20:15,10660046,750380,317,0
06.02.2023 21:30,06.02.2023 20:30,10660115,750380,279,0
06.02.2023 21:45,06.02.2023 20:45,10660178,750380,250,0
06.02.2023 22:00,06.02.2023 21:00,10660239,750380,245,0
06.02.2023 22:15,06.02.2023 21:15,10660309,750380,278,0
06.02.2023 22:30,06.02.2023 21:30,10660379,750380,280,0
06.02.2023 22:45,06.02.2023 21:45,10660442,750380,253,0
06.02.2023 23:00,06.02.2023 22:00,10660506,750380,253,0
06.02.2023 23:15,06.02.2023 22:15,10660565,750380,238,0
06.02.2023 23:30,06.02.2023 22:30,10660639,750380,294,0
06.02.2023 23:45,06.02.2023 22:45,10660711,750380,288,0
07.02.2023 00:00,06.02.2023 23:00,10660774,750380,251,0
07.02.2023 00:15,06.02.2023 23:15,10660837,750380,249,0
07.02.2023 00:30,06.02.2023 23:30,10660899,750380,250,0
07.02.2023 00:45,06.02.2023 23:45,10660971,750380,287,0
07.02.2023 01:00,07.02.2023 00:00,10661033,750380,250,0
07.02.2023 01:15,07.02.2023 00:15,10661098,750380,260,0
07.02.2023 01:30,07.02.2023 00:30,10661161,750380,249,0
07.02.2023 01:45,07.02.2023 00:45,10661228,750380,267,0
07.02.2023 02:00,07.02.2023 01:00,10661302,750380,295,0
07.02.2023 02:15,07.02.2023 01:15,10661365,750380,251,0
07.02.2023 02:30,07.02.2023 01:30,10661427,750380,251,0
07.02.2023 02:45,07.02.2023 01:45,10661490,750380,249,0
07.02.2023 03:00,07.02.2023 02:00,10661560,750380,281,0
